caseid,weight,sample,lang,cregion,form,q1,q2,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q5,q6a,q6b,q6c,q6d,q6ef13,q6ff13,q6gf13,q6hf24,q6if24,q6jf24,q7a,q7b,q7c,q7e,q8,q9,q10,q14,q18a,q18bf13,q18cf24,q18d,q18ef13,q18ff24,q18g,q18h,q21a,q21b,q21c,q21e,q22c,q22d,q25,q26,q27,q28,q29a,q29b,q29c,q29d,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q42,q43,q45,q46,q47b,q47c,q47d,q47e,q47f,q47h,q54,q55,q56,q57,q58a,q58b,q58c,q58d,relig,chr,born,attend,rq5,rq6,rq7,rq9a,rq9bf13,rq9cf24,rq9df13,rq9ef24,rq10,sex,agerec,educ2,racethn,birth_hisp,usborn,marital,income,party,partyln,ideo,employ,hlthwork,hh1rec,hh3rec,fertrec,ql1,ql1a,qc1,lc2,lc3
101437,1.09,1,1,3,4,1,1,1,2,2,1,1,2,1,1,3,2,2,1,2,1, , , ,2,2,1,3,9,3,1,1,3,3,110,2, ,2,2, ,2,2,2,1,4,1,1,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,2,2,2,1,1,1, , ,1,1,4,1,2,4,1, ,2,4,1,1,1,1, ,1, ,1,1,2,54,6,1, ,1,1,6,1, ,2,1,2,2,2,5,1, , , ,3
101446,3.43,1,1,3,3,1,1,1,4,4,3,2,2,1,2,3,1,1,1,1,1,1,3,1, , , ,3,1,9,3,1,2,2,100,2,2, ,2,2, ,2,2,2,3,2,2,1,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,2,2,2,1,1,1, , ,2,3,3,1,1, ,2,2,2,5,1,2,1, ,2, ,2,2,37,3,1, ,1,6,2,3,2,3,3, ,2,1,2,1, , , ,2
101454,.97,1,1,3,4,1,1,1,2,2,2,1,2,1,1,4,1,1,1,9,1, , , ,9,2,1,3,1,1,1,2,3,3,998,1, ,1,1, ,9,1,1,4,2,4,2,1,1, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,1,1,1, , ,1,9,3,1,1,3,13, ,2,6,2,1,1,1, ,1, ,1,2,2,58,6,1, ,1,1,9,2, ,3,1,1,2,2,1,2,1, , ,3
101460,.35,1,1,3,3,1,3,3,4,1,1,1,1,1,7,4,2,1,1,1,1,9,2,1, , , ,2,2,2,3,2,4,9,100,2,2, ,1,1, ,1,1,4,2,9,4,2,2, , , , , , , , , , , , , , , , , , ,1,2,9,1,1,2,2,1,1,2,1,9, , ,2,2,3,1,1, ,1,2,1,6,1,1,1, ,2, ,1,1,84,8,1, ,1,3,4,1, ,1,2,1,2,2,4,1, , , ,2
101465,.8,1,1,2,1,1,2,2,4,2,3,1,2,2,2, ,9,1,1,1,1,1,1,1, , , ,1,3,2,3,1,1,4,80,2,2, ,2,2, ,2,2,2,2,1,1,2,3,9,9,1,9,9,9,9,2,1,2,2,2,2,2,1,2, , , , , , , , , , , , ,2, , , ,4,3,9,1,1, ,9,4,1,1,1,9,1, ,1, ,2,2,71,3,1, ,1,1,3,2, ,9,3, ,2,2,1,1, , , ,2
101467,.2,1,1,2,1,1,9,9,4,7,1,1,1,7,7, ,2,1,1,2,9,2,1,1, , , ,3,3,2,9,2,2,4,998,1,1, ,1,1, ,1,1,3,2,2,2,2,2,2,1,9,1,1,1,2,2,3,2,2,2,9,1,1,1,3,2, , , , , , , , , , ,9, , , ,4,1,1,9,1, ,2,2,1,1,1,9,1, ,1, ,9,2,80,4,1, ,1,5,10,3,9,3,3, ,1, ,0,1, , ,3, 
101468,.35,1,1,3,2,1,1,1,2,2,1,1,2,1,7, ,2,1,1,1,1, , , ,4,3,1,3,3,2,2,2,3,3,85,2, ,3,1, ,2,1,1,3,3,3,2,1,2,2,2,4,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1, , , , , , , , , , , , ,1,2,2,2,3,3,2, ,2,1,1,1,1,1, ,1, ,9,3,2,49,5,1, ,1,3,4,4,9,9,1,2,1, ,2,1, , ,2, 
101471,1.38,1,1,3,3,1,1,1,2,2,2,2,2,1,1,3,2,2,2,2,1,2,2,1, , , ,1,3,2,1,1,2,3,100,2,3, ,2,2, ,2,2,2,2,1,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,1,2,1,1,2, , , ,3,3,3,3,1, ,2,3,1,1,1,9,1, ,1, ,3,2,53,3,2, ,1,1,9,2, ,2,1,2,2,2,2,1, , , ,2
101474,.24,1,1,1,1,1,1,1,1,1,2,1,3,1,4, ,2,1,1,2,1,3,1,2, , , ,2,2,2,1,1,2,2,90,1,1, ,1,1, ,2,3,3,3,2,3,1,1,1,1,2,2,2,2,2,2,1,1,1,1,3,2,1,1,2,1, , , , , , , , , , ,1,1, , ,2,3,2,3,13, ,1,1,1,1,1,2,1, ,1, ,4,1,36,5,2, ,1,6,4,2, ,1,1,2,2,1,1,1, , , ,2
101477,4.78,1,1,1,4,1,9,1,2,1,1,1,1,1,1,3,2,1,1,1,1, , , ,2,1,1,9,3,3,1,1,9,2,100,9, ,2,1, ,2,4,1,2,4,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,9,1,1,2,1,2,2,2,2, , ,2, ,4,1,9,3,2, ,2,4,1,2,1,1, ,1, ,1,2,2,80,3,1, ,1,1,8,1, ,2,1,2,3,3,3,2,1, , ,2
101484,1.34,1,1,2,4,1,3,1,2,7,2,2,3,7,2,2,1,1,1,1,1, , , ,2,1,1,1,1,3,1,1,1,4,90,1, ,2,1, ,1,1,2,3,2,2,1,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,1,2,1,1,1,2,1, , ,1,1,1,1,1,1,1, ,2,2,2,3,1,1, ,1, ,2,2,1,68,5,1, ,1,2,6,2, ,4,3, ,2,2,0,1, , , ,2
101491,1.44,1,1,2,1,2,2,1,3,7,2,3,2,1,7, ,2,1,2,2,1,1,3,1, , , ,1,2,2,1,1,2,4,76,1,1, ,1,2, ,2,2,4,3,3,3,2,1,2,2,3,9,1,1,1,1,2,2,2,1,2,2,2,2, , , , , , , , , , , , ,2, , , ,2,9,3,3,4, ,2,3,2,3,1,1,1, ,1, ,2,2,73,5,1, ,2,5,3,2, ,4,3, ,1, ,2,2, , , , 
101494,3.2,1,1,3,2,2,2,2,3,4,3,1,3,2,2, ,2,9,2,2,2, , , ,2,2,2,2,3,3,3,2,3,2,80,3, ,3,3, ,3,3,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2, , , , , , , , , , , , , , ,2, ,2,2,2,2,1, ,1,3,1,1,1,1, ,1, ,1,3,2,58,3,1, ,1,1,3,4,2,2,3, ,2,2,5,2,2, , , 
101503,3.4,1,1,3,1,1,1,1,4,7,2,2,2,1,1, ,2,4,1,9,2,4,3,1, , , ,3,3,3,3,2,1,4,80,1,1, ,1,2, ,2,1,4,4,2,2,1,2,1,2,3,2,2,2,2,2,1,9,2,1,1,2,1,2, , , , , , , , , , , , ,2, , , ,2,3,3,3,1, ,1,5,2,1,1,2,1, ,1, ,2,2,39,2,1, ,1,4,1,3,1,4,3, ,4,1,3,1, , , ,2
101512,1.55,1,1,1,3,1,2,1,2,7,3,2,2,7,7,4,2,4,3,3,3,4,3,2, , , ,2,2,2,2,1,2,4,80,3,2, ,4,3, ,2,2,3,3,3,1,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,2,1,1,1,1,2, , ,3,3,3,3,1, ,2,4,2,7,1,1,1, ,1, ,2,1,76,3,1, ,1,5,4,3,9,4,3, ,1, ,0,1, , ,3, 
101514,.39,1,1,3,3,1,1,1,2,2,2,1,2,2,2,4,2,1,2,1,1,3,3,1, , , ,2,2,2,1,2,3,4,80,2,2, ,3,2, ,2,2,3,3,3,2,1,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,1,1,1,1,1,2, , ,2,2,2,3,1, ,1,2,1,1,1,1,1, ,1, ,1,2,54,3,1, ,1,3,3,2, ,3,1,2,1, ,0,1, , ,3, 
101518,.15,1,1,3,3,1,3,1,2,7,1,1,3,1,7,3,2,1,1,1,1,3,1,1, , , ,2,3,2,1,1,2,2,80,1,2, ,2,2, ,2,2,3,2,2,2,1,2, , , , , , , , , , , , , , , , , , ,3,2,2,9,1,2,2,9,9,1,2, , , ,1,3,3,3,1, ,1,1,1,1,1,1,1, ,1, ,9,2,69,5,1, ,1,5,3,1, ,2,3, ,1, ,3,1, , ,2, 
101519,.16,1,1,3,3,1,3,3,2,7,2,2,2,1,2,4,1,1,1,2,1,2,1,1, , , ,2,3,2,1,2,2,4,998,2,2, ,2,4, ,1,1,1,2,1,1,2,1, , , , , , , , , , , , , , , , , , ,2,1,2,1,2,2,2,2,2,1,2, , , ,2,3,2,2,1, ,1,3,1,2,1,1,1, ,1, ,4,2,80,6,2, ,1,3,1,2, ,5,3, ,1, ,4,1, , ,3, 
101529,1.74,1,1,2,4,1,1,1,3,1,1,1,4,7,7,4,9,2,9,2,2, , , ,2,9,2,2,3,2,1,2,1,4,998,1, ,2,2, ,4,2,1,3,3,2,2,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,2,2,1,2,1, , ,2, ,2,1,2,3,1, ,1,2,1,1,1,1, ,1, ,1,1,2,79,2,1, ,1,3,1,1, ,3,3, ,1, ,0,2, , , , 
101535,.7,1,1,3,2,1,2,2,2,2,2,1,2,1,2, ,2,3,1,9,1, , , ,1,1,1,3,3,2,1,1,1,4,88,2, ,2,2, ,1,2,2,3,3,2,9,2,9,9,9,9,2,9,9,2,2,1,9,9,1,4,2,1,1,2,1, , , , , , , , , , , , ,2, ,9,9,9,1,1, ,1,2,1,1,1,2, ,1, ,1,2,2,99,3,3,1, ,1,3,1, ,1,3, ,2,2,2,1, , , ,3
101539,3.28,1,1,3,3,1,1,1,3,2,1,1,4,1,1,2,2,3,1,3,1,1,1,1, , , ,1,3,2,2,1,2,3,80,1,1, ,1,1, ,1,1,4,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,1,2,1,1,1,1,1,1,1,2, , , ,3,3,1,3,13, ,1,1,1,1,1,1,1, ,1, ,3,1,31,5,4, ,1,2,5,2, ,5,3, ,2,2,1,1, , , ,1
101540,.27,1,1,3,4,1,1,3,2,2,1,2,1,7,1,3,2,1,2,2,2, , , ,2,2,1,3,3,2,2,2,3,3,85,1, ,1,1, ,3,1,2,3,3,2,2,2,2, , , , , , , , , , , , , , , , , , ,3,2,2,1,1,2,1,1,2,2, , ,1,2,3,3,3,3,2, ,2,4,2,1,1,1, ,1, ,2,3,2,51,6,1, ,1,1,8,3,2,3,1,2,2,2,0,1, , , ,2
101542,.46,1,1,2,4,1,1,1,2,4,1,1,2,1,2,1,2,3,1,3,1, , , ,1,4,1,1,3,2,3,1,1,3,80,1, ,1,2, ,1,1,2,3,4,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,2,1,2,2,2,2, , ,2, ,3,3,2,3,1, ,1,1,1,2,1,1, ,1, ,2,3,2,56,2,2, ,1,4,1,2, ,3,3, ,4,2,3,1, , , ,1
101543,1.4,1,1,2,2,1,9,1,2,2,3,1,2,3,7, ,2,1,4,1,4, , , ,4,4,3,2,2,3,3,2,2,1,120,2, ,1,1, ,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2, , , , , , , , , , , , , , ,2, ,2,3,3,3,2, ,9,2,1,5,1,1, ,1, ,1,4,1,64,3,1, ,1,6,3,4,9,1,2,1,1, ,0,1, , ,2, 
101545,2.53,1,1,3,1,1,3,3,2,7,1,1,2,1,1, ,2,1,1,1,1,3,2,1, , , ,2,1,2,1,2,2,2,80,1,2, ,3,3, ,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2, , , , , , , , , , , , ,2, , , ,2,2,1,3,1, ,1,2,1,2,1,1,1, ,1, ,2,1,65,5,1, ,1,1,7,1, ,2,9, ,2,2,2,2,1, , ,2
101549,1.66,1,1,2,3,2,1,3,2,3,2,1,2,1,2,4,1,1,1,1,1,9,2,1, , , ,2,3,2,3,2,3,4,90,2,2, ,2,2, ,2,2,3,4,2,2,1,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,2,2,2,1,1,1,2, , ,2,2,3,3,2, ,2,4,1,1,1,1,1, ,1, ,2,1,42,6,1, ,1,1,9,2, ,3,1,2,6,2,5,1, , , ,2
101555,.92,1,1,2,3,1,3,3,2,1,1,2,2,1,2,4,1,2,2,1,1,1,1,1, , , ,1,1,2,3,1,1,4,95,1,1, ,2,2, ,1,1,3,1,3,2,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,2,2,2,1,1,1, , ,2,2,1,1,2, ,2,2,1,3,1,1,1, ,1, ,3,2,67,8,1, ,1,5,6,2, ,5,1,1,2,2,2,1, , , ,2
101565,.22,1,1,3,4,1,1,1,2,2,2,7,2,2,2,3,1,1,1,3,1, , , ,3,2,1,3,3,1,3,2,2,2,85,2, ,2,2, ,2,2,2,3,2,2,2,2,3, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,1,2,2,2,2, , ,1,1,1,1,1,1,5, , ,6,4,7,1,2, ,2, ,2,3,1,50,8,1, ,1,1,10,2, ,3,1,2,3,3,2,1, , , ,2
101570,.33,1,1,3,1,1,9,3,2,7,2,2,3,2,2, ,9,3,3,2,3,2,3,2, , , ,2,1,2,1,2,3,1,106,2,2, ,2,4, ,2,3,3,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,4,2,2,2, , , , , , , , , , , , ,1,1, , ,2,2,2,3,1, ,1,1,1,1,1,1,1, ,2, ,9,1,42,6,4, ,1,5,6,3,2,2,1,2,1, ,4,1, , ,2, 
101576,2.81,1,1,2,1,1,3,1,2,7,1,1,2,2,1, ,2,1,1,1,1,2,2,1, , , ,2,3,3,1,1,1,4,97,1,2, ,2,1, ,1,1,3,3,3,2,1,1,2,2,2,2,2,2,2,9,1,2,2,2,1,2,1,1,1,2, , , , , , , , , , ,1,2, , ,3,9,3,9,1, ,2,5,2,6,1,1,9, ,1, ,1,1,67,2,3,1, ,1,5,3,1,2,3, ,2,2,3,1, , , ,1
101578,.5,1,1,3,1,1,1,1,2,2,2,3,2,7,2, ,2,1,2,1,1,1,1,1, , , ,1,1,2,2,1,2,4,75,1,1, ,1,1, ,1,1,3,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1, , , , , , , , , , ,1,2, , ,2,1,1,1,2, ,2,4,1,2,1,1,1, ,2, ,4,2,48,8,1, ,1,1,9,2, ,4,1,2,3,3,0,1, , , ,2
101589,.28,1,1,2,4,1,3,2,3,7,1,1,1,1,7,3,2,1,1,1,1, , , ,2,2,1,1,1,2,1,1,2,1,100,2, ,2,2, ,2,2,2,3,4,2,1,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,1,1,1,1,1,1, , ,2, ,2,2,1,1,1, ,2,4,1,1,1,1, ,1, ,1,3,2,69,3,1, ,1,5,10,1, ,2,3, ,1, ,3,1, , ,3, 
101598,.21,1,1,3,4,2,9,2,3,7,3,2,2,7,1,4,2,2,3,2,3, , , ,2,3,4,3,3,3,3,2,4,1,200,1, ,4,1, ,3,3,2,2,2,1,1,2,3, , , , , , , , , , , , , , , , , , ,3,1,9,1,1,2,1,2,1,1, , ,1,2,3,2,1,3,2, ,9,5,1,2,1,1, ,1, ,1,1,1,45,7,4, ,1,1,1,4,9,2,3, ,4,4,0,1, , , ,2
101604,.46,1,1,3,4,1,3,1,2,7,2,2,2,1,7,4,2,9,9,9,2, , , ,3,9,2,2,3,2,3,2,3,3,100,2, ,2,2, ,2,2,2,3,3,4,3,1,1, , , , , , , , , , , , , , , , , , ,2,9,1,1,9,2,2,9,1,1, , ,2, ,4,9,9,9,1, ,1,1,1,2,1,1, ,1, ,1,3,2,82,3,1, ,1,5,10,3,9,3,3, ,1, ,5,1, , ,3, 
101606,2.6,1,1,1,1,1,3,2,4,7,2,2,3,2,1, ,2,1,1,1,1,4,2,1, , , ,2,3,2,3,1,2,4,80,1,1, ,1,1, ,1,2,2,2,3,3,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,3,2, , , , , , , , , , ,2, , , ,3,1,1,3,2, ,2,4,2,2,1,1,1, ,2, ,1,2,55,3,1, ,1,1,4,3,1,4,3, ,4,3,2,1, , , ,3
101608,2.64,1,1,1,2,1,3,1,3,2,2,1,3,1,1, ,2,1,2,1,1, , , ,1,1,1,2,3,2,3,1,2,4,85,3, ,3,1, ,2,2,2,3,3,2,3,2,9,2,2,9,2,2,2,2,2,1,3,1,9,2,1,1,2, , , , , , , , , , , , , , ,9, ,2,2,1,9,1, ,1,1,1,1,1,1, ,1, ,1,2,2,47,4,1, ,1,1,7,1, ,1,1,2,3,3,2,1, , , ,3
101610,1.59,1,1,2,4,1,3,1,3,1,2,2,2,1,1,1,2,2,2,1,2, , , ,2,2,1,3,3,2,3,1,3,2,95,1, ,3,2, ,3,2,2,3,2,2,3,2,2, , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,1,1,1, , ,1,2,2,2,3,3,1, ,1,3,1,3,1,1, ,1, ,1,3,2,55,5,1, ,1,1,6,3,2,2,1,2,2,2,1,1, , , ,3
101626,.39,1,1,3,3,1,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2, , , ,1,1,3,3,3,2,3,90,1,2, ,2,2, ,2,2,3,3,3,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,2,9,1,2,1,9,1,1,2, , ,3,3,3,1,1, ,2,1,1,2,1,9,1, ,2, ,3,2,76,8,1, ,1,1,6,2, ,4,2,2,2,2,3,1, , , ,2
101632,1.84,1,1,4,2,1,1,1,2,2,2,1,2,1,2, ,2,1,1,1,1, , , ,3,2,1,2,3,2,3,1,2,3,90,2, ,2,2, ,2,2,2,3,3,3,3,1,1,2,2,2,1,2,2,2,2,1,1,1,1,3,2,1,1,2,1, , , , , , , , , , , , ,1,2,2,3,3,1,3, ,2,2,1,1,1,1, ,1, ,1,2,2,30,3,1, ,1,1,7,1, ,2,3, ,5,2,3,1, , , ,1
101638,.47,1,1,3,4,1,1,1,3,7,1,1,3,1,7,3,1,1,1,1,1, , , ,1,1,1,1,3,2,1,1,4,1,998,2, ,1,1, ,2,1,2,9,3,3,3,2,1, , , , , , , , , , , , , , , , , , ,3,2,2,2,2,1,2,1,2,1, , ,2, ,3,2,9,2,1, ,1,1,1,1,1,9, ,1, ,1,2,2,71,3,2, ,1,3,10,2, ,2,3, ,4,4,4,1, , , ,3
101642,1.26,1,1,1,3,1,1,1,2,3,2,2,2,7,7,2,1,3,2,2,2,3,2,1, , , ,1,1,3,3,2,1,1,100,1,1, ,1,1, ,1,1,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,2,2,2,1,2,1,1,2, , ,3,1,2,1,2, ,2,4,2,1,1,1,1, ,1, ,9,2,18,2,3,1, ,6,5,2, ,3,3, ,4,3,0,2,2, , , 
101645,.38,1,1,1,1,1,9,2,2,7,2,3,3,1,7, ,2,2,1,1,1,2,1,1, , , ,3,1,3,9,1,9,3,998,2,2, ,2,2, ,2,2,3,2,2,9,2,1,2,1,9,9,2,9,2,9,1,2,1,9,2,1,1,2, , , , , , , , , , , , ,1,1, , ,9,9,3,9,1, ,2,5,1,9,9,1,9, ,2, ,9,1,90,8,1, ,1,5,7,3,1,3,3, ,1, ,2,1, , ,3, 
101649,.16,1,1,4,2,1,9,2,1,1,2,2,1,1,7, ,1,1,1,1,1, , , ,9,2,1,3,1,2,1,1,1,4,103,2, ,1,1, ,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1, , , , , , , , , , , , ,1,2,4,3,3,3,1, ,9,4,1,1,1,1, ,1, ,2,9,1,90,6,1, ,1,5,3,3,9,4,3, ,1, ,2,1, , ,3, 
101651,1.74,1,2,3,1,1,3,1,3,2,2,2,1,3,3, ,1,1,1,2,1,2,4,1, , , ,2,3,3,3,1,1,1,70,2,2, ,2,1, ,2,2,9,2,4,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,4,2,2,2, , , , , , , , , , , , ,2, , , ,2,3,3,3,2, ,1,5,1,4,1,1,1, ,1, ,3,2,34,3,3,3, ,2,5,2, ,3,1,2,5,3,2,1, , , ,1
101660,.81,1,1,1,3,1,1,1,2,2,2,2,3,2,2,3,2,2,2,2,2,4,2,2, , , ,3,3,3,3,1,2,2,80,2,2, ,2,3, ,2,3,3,2,2,2,1,1, , , , , , , , , , , , , , , , , , ,2,2,2,2,1,2,1,1,1,1,1,1, , ,3,3,3,3,1, ,2,4,2,2,1,1,1, ,1, ,3,2,50,6,2, ,1,1,8,2, ,4,3, ,5,4,3,1, , , ,2
101661,.42,1,1,2,3,1,3,1,4,4,3,2,2,2,3,3,2,2,2,2,2,3,2,1, , , ,2,2,2,3,1,2,1,100,2,2, ,2,2, ,1,3,3,2,3,3,1,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,1,2,2,2,1,2,1,2, , ,2,3,3,3,2, ,2,2,1,2,1,1,1, ,1, ,1,1,53,5,1, ,1,1,5,3,1,2,1,2,4,2,2,1, , , ,1
101665,1.62,1,1,1,4,2,2,2,1,7,3,3,4,7,1,4,2,4,4,4,1, , , ,4,4,4,3,3,3,1,1,1,4,95,2, ,3,3, ,2,3,3,2,2,2,3,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,1,2,1,1, , ,2, ,9,1,1,3,1, ,2,5,4,7,1,1, ,1, ,1,1,1,80,3,1, ,1,1,2,1, ,1,3, ,2,2,0,1, , , ,3
101670,.29,1,1,3,1,1,2,1,2,1,3,7,3,3,2, ,2,1,1,3,1,3,3,1, , , ,2,3,2,2,1,1,4,85,2,2, ,2,3, ,3,2,3,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2, , , , , , , , , , , , ,1,1, , ,1,1,1,1,2, ,2,6,4,7,2,2,2, ,2, ,2,1,72,4,1, ,1,1,6,1, ,2,3, ,2,2,2,1, , , ,2
101676,1.04,1,1,2,3,1,1,1,2,2,1,1,4,1,1,3,1,1,1,3,1,1,1,1, , , ,3,1,2,1,1,2,1,78,1,1, ,1,1, ,1,1,2,2,1,2,1,1, , , , , , , , , , , , , , , , , , ,2,1,1,1,1,1,2,1,2,1,1,2, , ,2,2,1,1,1, ,2,4,1,1,1,1,1, ,1, ,3,1,40,3,2, ,1,2,2,2, ,2,3, ,3,2,1,1, , , ,2
101681,.73,1,1,3,4,1,3,3,3,3,2,2,2,1,1,3,2,1,1,1,1, , , ,1,2,1,2,3,2,1,1,2,2,80,1, ,1,2, ,3,2,2,2,2,2,2,1,1, , , , , , , , , , , , , , , , , , ,3,1,9,1,9,1,1,2,2,1, , ,2, ,2,4,1,1,13, ,1,2,1,1,1,1, ,1, ,1,2,2,50,3,1, ,1,1,3,1, ,2,3, ,3,3,3,1, , , ,2
101688,.28,1,1,3,4,1,3,3,2,7,2,1,2,2,1,3,2,1,1,1,1, , , ,1,3,1,2,1,2,1,1,2,4,85,2, ,2,2, ,3,3,2,3,2,3,1,2,2, , , , , , , , , , , , , , , , , , ,2,2,2,1,1,2,1,1,1,2, , ,2, ,2,1,2,3,1, ,1,3,1,2,1,1, ,1, ,1,2,1,71,5,1, ,1,1,6,2, ,3,3, ,2,2,2,1, , , ,3
101691,.49,1,1,2,1,1,1,1,3,3,2,2,3,2,7, ,2,2,2,2,2,2,2,2, , , ,2,9,2,1,1,2,3,120,2,1, ,1,1, ,1,1,2,3,3,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,3,2,2,2, , , , , , , , , , , , ,9, , , ,2,9,9,9,1, ,2,2,1,1,1,1,1, ,2, ,3,2,83,2,2, ,1,5,2,2, ,1,3, ,1, ,5,1, , ,3, 
101694,.15,1,1,2,3,1,1,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,2,1, , , ,3,1,3,3,1,2,1,100,1,2, ,2,2, ,1,1,2,4,1,1,2,2, , , , , , , , , , , , , , , , , , ,2,1,2,1,1,1,2,2,1,1,1,1, , ,2,3,3,1,12,1,1,2,1,1,1,1,1, ,1, ,3,2,43,8,2, ,1,2,7,2, ,5,1,1,2,1,1,1, , , ,2
101695,.25,1,1,3,2,1,1,1,3,2,2,1,1,1,1, ,1,2,2,2,2, , , ,2,2,1,3,1,3,3,2,1,2,70,2, ,2,2, ,2,3,2,3,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2, , , , , , , , , , , , , , ,1,2,1,3,3,1,8, , ,5,1,2,1,1, ,1, ,1,2,1,45,6,4, ,2,1,7,3,1,3,1,2,4,2,2,1, , , ,2
101699,1.26,1,2,3,4,1,3,3,3,1,3,3,3,1,1,4,1,2,9,9,1, , , ,2,1,1,3,3,1,3,1,3,1,70,2, ,2,9, ,2,2,2,4,4,4,2,1,2, , , , , , , , , , , , , , , , , , ,3,2,2,2,2,1,1,1,2,1, , ,1,9,2,3,1,2,13, ,1,5,1,2,1,1, ,1, ,1,3,1,70,1,3,3, ,1,1,3,2,3,3, ,6,5,4,2,2, , , 
101700,.6,1,1,2,2,2,1,2,4,3,3,3,2,2,3, ,2,1,1,2,2, , , ,2,2,1,3,3,3,3,2,2,4,95,2, ,3,3, ,3,2,3,3,2,3,3,1,1,2,2,1,2,2,2,2,2,9,1,1,1,2,2,2,2, , , , , , , , , , , , , , ,1,9,3,3,1,3,99,2, ,4,2,6,1,1, ,1, ,2,2,1,59,6,1, ,1,1,5,2, ,3,2,2,4,3,2,1, , , ,1
101712,1.01,1,1,1,1,1,1,1,1,7,1,1,2,7,1, ,2,2,2,2,2,2,2,1, , , ,1,1,2,1,1,2,1,113,1,1, ,1,1, ,1,1,3,1,1,3,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2, , , , , , , , , , ,1,1, , ,4,4,1,3,2, ,9,4,2,2,1,1,1, ,2, ,3,1,48,3,3,1, ,1,5,1, ,2,3, ,2,2,0,1, , , ,1
101715,1.35,1,1,2,4,1,1,1,3,2,2,2,2,1,1,2,2,1,4,2,2, , , ,2,3,1,2,3,2,1,1,2,2,100,2, ,2,2, ,2,2,2,2,2,2,2,2,1, , , , , , , , , , , , , , , , , , ,3,1,1,1,2,1,1,1,2,1, , ,1,2,9,3,3,3,1, ,1,2,1,2,1,1, ,1, ,1,3,2,56,4,9, ,1,1,6,2, ,3,1,2,4,4,2,1, , , ,2
101727,.5,1,2,3,2,1,3,2,3,4,2,2,3,1,1, ,1,1,9,4,1, , , ,9,9,1,2,9,1,9,9,2,3,998,1, ,2,2, ,2,2,2,9,9,9,2,1,9,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2, , , , , , , , , , , , ,9, ,1,9,9,9,11,9, ,4,1,3,1,2, ,1, ,1,2,2,60,3,3,3, ,1,10,2, ,2,3, ,3,3,2,1, , , ,2
101729,.46,1,2,3,2,1,3,3,3,3,3,2,2,7,7, ,1,2,2,2,2, , , ,2,3,1,3,3,3,3,2,3,2,90,2, ,3,2, ,2,2,3,3,2,2,2,2,1,1,2,3,1,1,2,2,2,1,1,1,1,3,9,2,2, , , , , , , , , , , , , , ,1,1,2,3,3,3,2, ,2,3,2,5,1,1, ,1, ,1,2,2,18,2,3,1, ,6,10,2, ,3,3, ,5,5,0,1, , , ,1
